,neuron,mae,mse,rmse,Perror
4050,relu_9_19_4,0.12014255400944968,0.030900351980687364,0.17578495948370373,18.694719450673553
7905,relu_14_26_25,0.13121983313546043,0.030900891597328332,0.17578649435416913,21.273600143405016
11051,relu_19_8_12,0.14278009427702334,0.03090125797955439,0.1757875364738763,25.95327636801548
1147,relu_5_19_17,0.15025731069958118,0.030908975539400398,0.17580948648864314,25.688299718852605
12459,relu_21_6_16,0.13600032297885326,0.030919466464822895,0.1758393200192235,24.075438237896403
5369,relu_11_13_27,0.1530842040867907,0.030920173274558628,0.17584132982481288,26.98105517608616
8756,relu_16_4_12,0.13695423711757115,0.030924973560646905,0.17585497877696527,20.05454813053728
6067,relu_12_12_23,0.1529086407831898,0.030934650619317577,0.175882490940166,30.69234672355461
8324,relu_15_15_12,0.13327968169165672,0.030943446044972345,0.1759074928619368,21.825179374176773
4807,relu_10_20_5,0.1508531415304121,0.030947066570108546,0.17591778355273963,32.02735412325883
10329,relu_18_8_19,0.15164659593416274,0.030960558770686812,0.175956127403074,28.701041831232757
5435,relu_11_16_12,0.12639667142344535,0.030960710898158918,0.17595655969062057,20.43135751460651
12283,relu_20_26_29,0.12563430748267979,0.030967518264540486,0.17597590251094178,18.908764986992917
5898,relu_12_6_16,0.14962788192546275,0.03097193751889997,0.17598845848208333,31.64516533189388
1325,relu_5_26_6,0.14379522888268795,0.03097339423053591,0.1759925970901501,31.194480613527368
13864,relu_23_4_17,0.1513691943696728,0.030981058707079907,0.17601437074023218,31.04864969370885
13069,relu_21_29_5,0.15726628420865443,0.03099674605977134,0.17605892780478738,27.901711936742355
9777,relu_17_15_7,0.14156183121716884,0.031001113996234016,0.17607133212489198,25.42827610774154
2679,relu_7_22_10,0.13652875540769008,0.031008761522956715,0.17609304791205335,21.06679485928057
12493,relu_21_7_23,0.15486810622727779,0.031011526954882126,0.17610089992638348,29.916409914110606
1198,relu_5_21_14,0.14726514504223587,0.03101363966427924,0.17610689840059995,31.80059488468397
9571,relu_17_7_17,0.11783112619738034,0.03101571712940033,0.17611279660887885,18.50736876142709
3659,relu_9_4_18,0.14381087247444213,0.03101610515142519,0.1761138982347083,27.133670995670702
5182,relu_11_6_29,0.12907531017050605,0.0310168656219673,0.1761160572519363,16.79425717454087
2784,relu_7_26_7,0.1498220291546574,0.03102039856147063,0.17612608711224648,31.262603509531374
6138,relu_12_15_13,0.14785352025343002,0.031028651403057567,0.1761495143423835,29.460174336023513
3298,relu_8_18_8,0.1493592107137617,0.031030199341350033,0.17615390810694503,31.4866729701869
3731,relu_9_7_9,0.14179924924088538,0.031032142985340603,0.17615942491203984,25.516817539703936
2353,relu_7_10_8,0.14803413722826064,0.031033929931625293,0.1761644967966738,28.04260683726347
6001,relu_12_10_11,0.15880685565984157,0.03103694152126282,0.17617304425269723,30.118994523968052
538,relu_4_23_29,0.12100469335409736,0.03104018423937105,0.17618224723101658,18.412254006077728
11496,relu_19_24_25,0.15146232662713435,0.031057786480732694,0.17623219479065877,26.28780009690258
6546,relu_12_30_16,0.12227708135466031,0.031069347107219206,0.17626499115598426,18.708600057080236
7647,relu_14_17_10,0.15724810479199794,0.031070078679537243,0.17626706634972183,30.902210058076875
8816,relu_16_6_18,0.15941865263497737,0.031073626782104426,0.1762771306270454,31.155965239505488
6082,relu_12_13_11,0.11925231679770087,0.031075619961019253,0.17628278407439352,18.678050395517534
12030,relu_20_17_19,0.12440893563311414,0.031084532833024512,0.17630806230296026,17.018581971857643
3536,relu_8_26_30,0.12726947307082748,0.03108581313767121,0.17631169313936956,20.36587132906498
1948,relu_6_22_8,0.12684912248941993,0.031086077355877574,0.17631244243069624,20.423046562776477
9577,relu_17_7_23,0.12172617797474317,0.03108911525456247,0.17632105732033956,19.59089665225652
9813,relu_17_16_16,0.1422328528574696,0.031104089127167514,0.176363514160859,24.20596337007315
8792,relu_16_5_21,0.14904563395297435,0.031106692817312306,0.17637089560727504,27.907676759200065
4486,relu_10_8_8,0.1406415826168609,0.03110788260332779,0.17637426854087246,32.47316732422926
2454,relu_7_13_28,0.1512989693721708,0.031115739201171243,0.1763965396519196,32.060166054799566
5937,relu_12_7_28,0.15381752375675262,0.031120582660092745,0.17641026801207674,27.486197386418414
12270,relu_20_26_16,0.1293022188983386,0.03112389492600635,0.17641965572465657,18.232463509083267
8255,relu_15_12_24,0.15325414328183498,0.031124903261079438,0.17642251347568835,31.280649034240923
7312,relu_14_4_26,0.12500973825077466,0.0311250315075216,0.17642287693924957,17.980018575777542
11378,relu_19_20_15,0.1573604983480078,0.031147685169375966,0.17648706799472863,29.180199658004156
6899,relu_13_16_18,0.14405167041625347,0.031160377909643076,0.17652302373810358,31.587973453621498
6867,relu_13_15_13,0.1305136392657878,0.031166742170288034,0.17654104953321206,18.352904384741766
11409,relu_19_21_19,0.14843816576516536,0.03117307423982037,0.17655898232551176,30.91486082056231
1671,relu_6_11_28,0.15074124235821784,0.031189086852275345,0.17660432285840386,28.422534696181682
11580,relu_19_27_28,0.12362612445573262,0.031197858970602243,0.1766291566265384,18.653177915727696
8068,relu_15_5_26,0.11265343388065571,0.031198264579600676,0.17663030481658767,16.792057735012612
1916,relu_6_20_30,0.1542417214652475,0.031199053966176147,0.17663253937532616,31.844909486966475
5079,relu_10_30_7,0.12574193288306645,0.03120197374471631,0.17664080430273268,20.622881617071872
11700,relu_20_5_13,0.15128094969308284,0.03121940957814845,0.1766901513331981,30.672078509418647
6527,relu_12_29_24,0.1456253927758923,0.031220452152966476,0.17669310159982612,25.744302046718143
39,relu_4_5_16,0.1511083835205015,0.031222252463869962,0.17669819598363182,32.13235095802012
5709,relu_11_26_16,0.12429644817099433,0.031224195445188743,0.17670369392061033,17.420013005680374
12606,relu_21_11_28,0.11611044673240092,0.03122679060232518,0.1767110370133263,17.194427105448714
1719,relu_6_13_22,0.15148004983070373,0.031234064382657988,0.17673161681673707,30.272241491033544
68,relu_4_6_18,0.14762797472989467,0.031234574090720817,0.17673305885068818,30.72635564575604
1140,relu_5_19_10,0.1412642401269665,0.03124174840150252,0.17675335471074521,23.970265084969185
