,neuron,mae,mse,rmse,Perror
19392,relu_30_20_10,0.06507718784437619,0.008014003331782184,0.08952096587829124,9.080701827292081
15623,relu_25_15_21,0.06810611993938212,0.008021449970106054,0.08956254780937205,11.44623323466215
16596,relu_26_24_22,0.07006271318464999,0.008032714910849423,0.08962541442498005,10.87186624370275
13002,relu_21_26_19,0.06234726927058676,0.008092490917479276,0.08995827320196445,8.439034191728208
7622,relu_14_16_12,0.06743198723176783,0.008106187485320247,0.09003436835631295,11.430959139393824
18992,relu_30_5_15,0.06355320907013395,0.008120879693264492,0.09011592363874707,9.7758694049225
4110,relu_9_21_10,0.05668442217624095,0.008125687063735605,0.09014259294992354,7.664193891186653
311,relu_4_15_18,0.06643577382544344,0.008172745382406761,0.09040323767657196,9.93531010082659
17441,relu_27_28_30,0.06250854716568713,0.008182629441183357,0.09045788766704294,9.505425258204976
16235,relu_26_11_12,0.07280921653488939,0.008206590825988668,0.09059023582036128,11.549281715481488
3766,relu_9_8_17,0.06442264229923014,0.008208464549544343,0.09060057698240306,9.082505230028941
17682,relu_28_10_28,0.06991724759916132,0.008232697434282994,0.09073421314081581,10.706828638502849
13034,relu_21_27_24,0.07440799937228029,0.008236035718200915,0.09075260722536248,12.376041465653016
12767,relu_21_17_27,0.07230885089307551,0.008237354217334888,0.09075987118399237,10.961000527614472
15575,relu_25_13_27,0.06772137523273294,0.008259565341780383,0.09088215084261807,10.631753055433803
7955,relu_14_28_21,0.07608193052923587,0.008265012798794186,0.09091211579758875,12.49201548810269
3428,relu_8_22_30,0.06298341123378184,0.008297251889081982,0.09108925232475004,8.944657159946335
2171,relu_6_30_15,0.0650657200870878,0.008315833850973915,0.09119119393326262,10.182900126102474
12538,relu_21_9_14,0.07786218911985224,0.008317094918557925,0.09119810808650541,12.509054854589364
15131,relu_24_24_15,0.0744915556720486,0.008317972841116197,0.09120292123126428,11.876633931073165
5571,relu_11_21_13,0.07225240156918292,0.008327001970141138,0.09125240802379485,11.595680224299901
17245,relu_27_21_23,0.07413341985016589,0.008335607387708666,0.0912995475766921,12.657897839603777
564,relu_4_24_28,0.06876050398329556,0.008379324282879531,0.09153864912090155,10.095349819839099
5006,relu_10_27_15,0.06527439177324176,0.00838472168034483,0.09156812589730572,9.868291802331125
14333,relu_23_21_27,0.059097369619901224,0.008389100309030612,0.09159203190797009,8.349083364698256
13264,relu_22_9_11,0.06613770634799723,0.00839071512141797,0.09160084672871736,10.932194791476054
